"geneID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDNF",3.74532036086855,2.79436815225128,7.97929046417969,2.49877878653299e-07,4.45191271471984e-06,7.06566892840716
"FFAR4",3.72941980457962,1.50903013877313,10.9067883503998,2.24890508727693e-09,8.7912345632346e-08,10.2859586937311
"SFTPA2",3.72739745437381,3.69763149060239,13.3347804771777,8.76754930852674e-11,6.76617773609448e-09,14.4836692628873
"NPSR1",3.67760034936896,1.94807872059548,6.67980963663473,2.85041597128225e-06,3.40998007869599e-05,4.70200503260683
"FAM72D",-3.65244853846928,0.667094023291633,-2.7783440647493,0.0123781508724096,0.0347230905962846,-2.82757595079466
"KRT81",-3.64061257678054,2.34678606970135,-7.3801351781759,7.4627067092349e-07,1.11071483619755e-05,5.9722470382796
"BTNL8",3.64030717341008,0.12882123473944,8.45484486776572,1.08427805883044e-07,2.18225120786313e-06,6.98006486812168
"IYD",3.6246758459245,3.92963962925796,6.13568767733733,8.45221988616891e-06,8.65473455370346e-05,3.7622278177031
"KCNC2",3.56781087677875,2.40355937662011,5.13521061331644,6.88214006394438e-05,0.00049124878404879,1.83153026108949
"MT1G",3.55949695957144,1.02565322984213,7.07478787837135,1.32771678829136e-06,1.78429563530641e-05,5.10624256856836
"SCARA3",-3.53908761880856,3.36980416403251,-4.91230953364018,0.000111507843003533,0.000725904062866582,1.31214289314545
"ALPI",3.52654744562977,0.716705132296642,7.22034579837937,1.00727502267793e-06,1.43057466408632e-05,5.30398759123808
"ACKR4",3.52143965296613,1.05109574007616,6.26306968651141,6.53011738275748e-06,6.96563323709709e-05,3.77837171574036
"ANKS4B",3.51681299625558,2.36298217333543,7.82012698734357,3.32609833464187e-07,5.66758627765706e-06,6.72291093330259
"DEGS2",3.51624332740942,2.84335110100346,7.61175157038423,4.86123167076579e-07,7.75567734025791e-06,6.47948171507787
"PDZD3",3.50135659717521,2.21679841855676,8.05876882383659,2.16892779816379e-07,3.98166013334184e-06,7.06383511788519
"RP11-488P3.1",-3.42878625333783,2.24478279669808,-8.92343606264053,4.89810601662427e-08,1.12436488889384e-06,8.34563106282022
"CYP4F3",3.41349094719442,4.52128134603719,13.2496969442257,9.74145115844475e-11,7.35645609925507e-09,14.7603952797086
"FAM101A",3.35809265575661,1.02422550059489,4.16894613565975,0.000573935106172945,0.00280963959342343,-0.11655240134056
"APOBEC4",3.34929752277865,0.507655121012753,5.86659975527474,1.46787472159435e-05,0.000137294320370939,3.05433129012841
"SLC10A5",3.32038360273835,1.22450842699153,5.57168933417518,2.71626241964322e-05,0.000227915680678523,2.59702428755041
"FGF14",-3.31775808931588,0.139641482686685,-5.62139163193555,2.4468161497628e-05,0.000208733205689971,2.60178477867781
"GRAMD1B",3.30744842484279,1.51030745201226,5.0020810137281,9.17580179230487e-05,0.000624772446831578,1.54688939603309
"RAPGEFL1",3.27041841841927,5.17030504865095,10.6340336686063,3.34995606716534e-09,1.22319412331578e-07,11.410778137695
"FMO5",3.26732951514941,4.04277812269878,15.1347443005407,1.06698142144838e-11,1.50864362473089e-09,16.6051557672289
"CIDEB",3.23424243834287,1.337048395069,4.8213572428442,0.000135959688943995,0.000855173823010983,1.18278609234981
